,filename,xmin,xmax,ymin,ymax
1423,armas (1201).jpg,91,352,28,148
1424,armas (1202).jpg,177,208,134,168
1425,armas (1203).jpg,197,282,239,415
1426,armas (1203).jpg,289,406,217,432
1427,armas (1203).jpg,427,527,184,405
1428,armas (1203).jpg,197,359,57,188
1429,armas (1203).jpg,319,525,51,231
1430,armas (1204).jpg,185,329,156,223
1431,armas (1205).jpg,49,226,101,155
1432,armas (1205).jpg,236,369,66,141
1433,armas (1205).jpg,424,500,19,92
1434,armas (1205).jpg,76,197,227,390
1435,armas (1205).jpg,344,486,195,343
1436,armas (1206).jpg,190,560,16,259
1437,armas (1206).jpg,12,380,191,393
1438,armas (1207).jpg,20,274,16,349
1439,armas (1207).jpg,309,558,18,351
1440,armas (1208).jpg,135,556,163,398
1441,armas (1208).jpg,18,406,5,321
1442,armas (1209).jpg,93,362,13,227
1443,armas (1210).jpg,12,496,6,303
1444,armas (1211).jpg,8,491,11,304
1445,armas (1212).jpg,13,475,3,331
1446,armas (1213).jpg,58,330,1,375
1447,armas (1214).jpg,231,500,1,251
1448,armas (1215).jpg,1,121,340,409
1449,armas (1216).jpg,1,495,3,304
1450,armas (1217).jpg,87,199,72,168
1451,armas (1218).jpg,78,404,82,340
1452,armas (1219).jpg,78,369,50,225
1453,armas (1220).jpg,148,329,136,267
1454,armas (1221).jpg,15,81,91,123
1455,armas (1222).jpg,57,404,43,276
1456,armas (1223).jpg,69,191,8,122
1457,armas (1224).jpg,6,534,31,336
1458,armas (1225).jpg,167,266,232,289
1459,armas (1225).jpg,245,366,269,324
1460,armas (1226).jpg,249,296,87,120
1461,armas (1226).jpg,297,334,93,114
1462,armas (1227).jpg,84,439,56,289
1463,armas (1228).jpg,200,221,99,111
1464,armas (1228).jpg,223,294,366,500
1465,armas (1229).jpg,40,76,38,88
1466,armas (1230).jpg,45,488,35,307
1467,armas (1231).jpg,273,375,120,244
1468,armas (1232).jpg,48,304,23,212
1469,armas (1233).jpg,1,498,5,317
1470,armas (1234).jpg,300,363,67,119
1471,armas (1235).jpg,24,444,13,311
1472,armas (1236).jpg,26,485,60,331
1473,armas (1237).jpg,1,494,54,354
1474,armas (1238).jpg,11,478,43,341
1475,armas (1239).jpg,55,469,8,318
1476,armas (1240).jpg,207,477,12,224
1477,armas (1241).jpg,56,431,50,358
1478,armas (1242).jpg,59,489,25,254
1479,armas (1243).jpg,23,478,31,269
1480,armas (1244).jpg,20,478,20,222
1481,armas (1245).jpg,23,517,38,377
1482,armas (1246).jpg,90,282,132,253
1483,armas (1247).jpg,151,999,1,744
1484,armas (1248).jpg,87,189,81,138
1485,armas (1248).jpg,54,160,310,375
1486,armas (1248).jpg,336,437,334,386
1487,armas (1248).jpg,311,438,69,135
1488,armas (1249).jpg,11,485,50,341
1489,armas (1250).jpg,187,264,120,161
1490,armas (1251).jpg,16,495,22,359
1491,armas (1252).jpg,20,488,16,359
1492,armas (1252).jpg,232,334,179,261
1493,armas (1253).jpg,4,236,1,416
1494,armas (1254).jpg,289,482,167,307
1495,armas (1254).jpg,232,410,70,237
1496,armas (1254).jpg,116,246,32,253
1497,armas (1254).jpg,13,191,107,304
1498,armas (1255).jpg,2,219,1,162
1499,armas (1255).jpg,79,429,7,170
1500,armas (1255).jpg,152,500,102,286
1501,armas (1255).jpg,112,500,219,372
1502,armas (1256).jpg,5,480,96,253
1503,armas (1257).jpg,8,490,12,282
1504,armas (1258).jpg,307,360,104,137
1505,armas (1258).jpg,328,369,126,150
1506,armas (1258).jpg,368,428,96,127
1507,armas (1258).jpg,385,447,117,144
1508,armas (1258).jpg,397,444,137,169
1509,armas (1258).jpg,413,466,157,187
1510,armas (1259).jpg,176,241,326,433
1511,armas (1260).jpg,187,244,126,196
1512,armas (1260).jpg,278,323,103,212
1513,armas (1261).jpg,37,290,72,297
1514,armas (1262).jpg,360,523,260,396
1515,armas (1263).jpg,94,449,11,209
1516,armas (1264).jpg,121,466,27,233
1517,armas (1265).jpg,91,378,37,264
1518,armas (1266).jpg,282,367,98,131
1519,armas (1267).jpg,133,172,241,333
1520,armas (1268).jpg,91,202,27,289
1521,armas (1268).jpg,308,386,120,257
1522,armas (1269).jpg,94,206,25,286
1523,armas (1269).jpg,303,382,120,259
1524,armas (1270).jpg,49,354,181,373
1525,armas (1271).jpg,311,337,139,166
1526,armas (1272).jpg,244,286,133,154
1527,armas (1273).jpg,221,251,90,108
1528,armas (1274).jpg,58,482,18,323
1529,armas (1275).jpg,21,456,12,340
1530,armas (1276).jpg,28,457,90,354
1531,armas (1277).jpg,210,291,54,215
1532,armas (1278).jpg,22,284,43,175
1533,armas (1279).jpg,58,272,14,472
1534,armas (1280).jpg,126,276,163,288
1535,armas (1281).jpg,84,370,98,237
1536,armas (1282).jpg,171,277,69,234
1537,armas (1283).jpg,30,239,141,230
1538,armas (1284).jpg,27,473,20,352
1539,armas (1285).jpg,34,470,26,317
1540,armas (1286).jpg,26,318,32,255
1541,armas (1287).jpg,123,170,9,117
1542,armas (1288).jpg,125,146,131,150
1543,armas (1289).jpg,249,262,136,149
1544,armas (1290).jpg,160,351,44,162
1545,armas (1291).jpg,102,118,175,188
1546,armas (1292).jpg,102,176,191,313
1547,armas (1292).jpg,238,261,271,305
1548,armas (1293).jpg,33,127,14,258
1549,armas (1294).jpg,74,436,15,241
1550,armas (1295).jpg,69,282,88,470
1551,armas (1295).jpg,278,482,17,348
1552,armas (1296).jpg,82,370,250,516
1553,armas (1297).jpg,216,427,76,311
1554,armas (1297).jpg,28,278,109,311
1555,armas (1298).jpg,63,417,16,252
1556,armas (1299).jpg,43,406,12,317
1557,armas (1300).jpg,8,401,2,296
1558,armas (1301).jpg,50,478,57,317
1559,armas (1302).jpg,29,425,64,359
1560,armas (1303).jpg,2,300,2,273
1561,armas (1304).jpg,1,297,186,379
1562,armas (1304).jpg,1,297,3,185
1563,armas (1305).jpg,4,299,3,262
1564,armas (1306).jpg,8,496,11,336
1565,armas (1307).jpg,21,471,21,357
1566,armas (1308).jpg,24,475,15,348
1567,armas (1309).jpg,240,453,121,371
1568,armas (1310).jpg,81,972,74,549
1569,armas (1311).jpg,51,503,12,392
1570,armas (1312).jpg,35,956,11,773
1571,armas (1313).jpg,28,971,39,657
1572,armas (1314).jpg,36,926,63,978
1573,armas (1315).jpg,50,986,29,701
1574,armas (1316).jpg,27,977,48,616
1575,armas (1317).jpg,35,958,35,671
1576,armas (1318).jpg,43,931,46,773
1577,armas (1319).jpg,71,829,38,946
1578,armas (1320).jpg,21,921,38,950
1579,armas (1321).jpg,88,946,55,891
1580,armas (1322).jpg,41,990,52,526
1581,armas (1323).jpg,72,912,78,704
1582,armas (1324).jpg,30,544,28,447
1583,armas (1325).jpg,21,738,31,344
1584,armas (1326).jpg,25,571,17,332
1585,armas (1327).jpg,22,488,54,363
1586,armas (1328).jpg,41,134,78,115
1587,armas (1328).jpg,39,88,131,158
1588,armas (1328).jpg,50,75,163,182
1589,armas (1328).jpg,56,72,184,193
1590,armas (1328).jpg,58,69,198,204
1591,armas (1329).jpg,37,553,31,377
1592,armas (1330).jpg,3,556,60,388
1593,armas (1331).jpg,10,1000,2,739
1594,armas (1332).jpg,318,614,717,881
1595,armas (1332).jpg,649,962,171,325
1596,armas (1332).jpg,357,624,275,415
1597,armas (1332).jpg,218,514,46,209
1598,armas (1333).jpg,1,992,108,552
1599,armas (1334).jpg,1,1001,5,463
1600,armas (1335).jpg,184,483,41,358
1601,armas (1336).jpg,71,1021,68,617
1602,armas (1337).jpg,179,867,134,543
1603,armas (1338).jpg,37,979,35,610
1604,armas (1339).jpg,6,438,13,248
1605,armas (1340).jpg,22,403,20,490
1606,armas (1340).jpg,445,777,24,516
1607,armas (1341).jpg,392,774,90,347
1608,armas (1341).jpg,188,569,273,527
1609,armas (1342).jpg,4,1019,1,431
1610,armas (1343).jpg,169,851,51,645
1611,armas (1344).jpg,44,234,18,293
1612,armas (1344).jpg,228,417,22,292
1613,armas (1345).jpg,20,798,61,497
1614,armas (1345).jpg,474,800,323,530
1615,armas (1346).jpg,85,477,26,413
1616,armas (1347).jpg,40,553,40,380
1617,armas (1348).jpg,28,98,64,206
1618,armas (1349).jpg,1,137,43,301
1619,armas (1350).jpg,91,456,36,253
1620,armas (1351).jpg,147,364,16,325
1621,armas (1352).jpg,113,497,40,284
1622,armas (1353).jpg,94,410,49,292
1623,armas (1354).jpg,18,478,25,346
1624,armas (1355).jpg,278,317,97,111
1625,armas (1356).jpg,1,499,1,320
1626,armas (1357).jpg,133,500,1,240
1627,armas (1358).jpg,16,223,31,284
1628,armas (1358).jpg,267,478,36,292
1629,armas (1359).jpg,112,389,282,481
1630,armas (1359).jpg,27,343,21,215
1631,armas (1360).jpg,24,243,5,178
1632,armas (1361).jpg,280,429,83,271
1633,armas (1361).jpg,73,317,84,200
1634,armas (1362).jpg,216,381,53,205
1635,armas (1363).jpg,5,259,301,427
1636,armas (1364).jpg,65,481,168,345
1637,armas (1365).jpg,17,494,12,323
1638,armas (1366).jpg,81,126,169,275
1639,armas (1367).jpg,275,406,42,198
1640,armas (1368).jpg,333,441,71,166
1641,armas (1369).jpg,247,308,122,163
1642,armas (1370).jpg,38,470,49,192
1643,armas (1371).jpg,73,157,151,185
1644,armas (1372).jpg,30,365,70,374
1645,armas (1373).jpg,34,456,1,327
1646,armas (1374).jpg,1,356,147,391
1647,armas (1375).jpg,93,500,1,371
1648,armas (1376).jpg,17,335,111,443
1649,armas (1377).jpg,174,473,82,275
1650,armas (1378).jpg,60,155,394,461
1651,armas (1378).jpg,207,337,386,476
1652,armas (1378).jpg,51,159,281,365
1653,armas (1378).jpg,176,319,275,365
1654,armas (1378).jpg,179,310,178,263
1655,armas (1379).jpg,85,243,348,457
1656,armas (1379).jpg,277,420,349,464
1657,armas (1379).jpg,9,156,222,328
1658,armas (1379).jpg,185,333,228,333
1659,armas (1379).jpg,339,456,241,339
1660,armas (1380).jpg,382,499,1,183
1661,armas (1381).jpg,35,500,15,280
1662,armas (1382).jpg,38,476,34,272
1663,armas (1383).jpg,60,500,92,375
1664,armas (1384).jpg,87,491,29,358
1665,armas (1385).jpg,121,418,118,295
1666,armas (1386).jpg,28,421,77,299
1667,armas (1387).jpg,1,452,1,281
1668,armas (1388).jpg,331,460,120,192
1669,armas (1389).jpg,27,118,171,249
1670,armas (1390).jpg,72,290,1,363
1671,armas (1391).jpg,247,286,112,152
1672,armas (1392).jpg,2,1683,256,2446
1673,armas (1392).jpg,1606,3044,111,2039
1674,armas (1393).jpg,133,214,201,277
1675,armas (1394).jpg,211,296,154,224
1676,armas (1395).jpg,403,491,75,130
1677,armas (1396).jpg,143,333,96,308
1678,armas (1397).jpg,116,154,137,181
1679,armas (1398).jpg,279,354,162,229
1680,armas (1399).jpg,17,318,170,398
1681,armas (1399).jpg,138,483,13,276
1682,armas (1400).jpg,21,414,24,282
1683,armas (1401).jpg,126,373,89,211
1684,armas (1401).jpg,81,360,217,363
1685,armas (1402).jpg,104,328,163,304
1686,armas (1402).jpg,154,384,80,249
1687,armas (1403).jpg,104,386,99,307
1688,armas (1404).jpg,52,446,81,361
1689,armas (1404).jpg,93,182,250,372
1690,armas (1405).jpg,32,447,24,350
1691,armas (1406).jpg,10,495,55,307
1692,armas (1407).jpg,12,482,36,338
1693,armas (1408).jpg,65,179,210,333
1694,armas (1408).jpg,192,321,246,365
1695,armas (1409).jpg,30,468,57,297
1696,armas (1410).jpg,60,430,20,375
1697,armas (1411).jpg,179,221,125,189
1698,armas (1412).jpg,91,384,91,422
1699,armas (1413).jpg,94,500,2,349
1700,armas (1414).jpg,43,362,24,343
1701,armas (1415).jpg,22,438,67,276
1702,armas (1416).jpg,334,384,146,227
1703,armas (1417).jpg,113,190,122,271
1704,armas (1418).jpg,270,307,153,229
1705,armas (1419).jpg,170,348,59,461
1706,armas (1420).jpg,196,339,169,246
1707,armas (1421).jpg,22,233,153,246
1708,armas (1421).jpg,265,478,136,247
1709,armas (1422).jpg,67,277,36,230
1710,armas (1423).jpg,47,455,38,307
1711,armas (1424).jpg,61,307,64,311
1712,armas (1425).jpg,12,493,83,325
1713,armas (1426).jpg,102,386,84,411
1714,armas (1427).jpg,39,456,48,283
1715,armas (1428).jpg,51,459,102,277
1716,armas (1429).jpg,72,413,37,375
1717,armas (1430).jpg,41,356,161,434
1718,armas (1431).jpg,230,454,58,206
1719,armas (1432).jpg,108,479,77,294
1720,armas (1433).jpg,1,500,47,375
1721,armas (1434).jpg,78,443,45,316
1722,armas (1435).jpg,46,373,74,250
1723,armas (1436).jpg,106,270,9,118
1724,armas (1437).jpg,1,500,40,357
1725,armas (1438).jpg,79,491,86,342
1726,armas (1439).jpg,156,238,17,67
1727,armas (1439).jpg,301,367,12,62
1728,armas (1440).jpg,169,235,64,126
1729,armas (1440).jpg,257,319,69,122
1730,armas (1441).jpg,103,417,46,241
1731,armas (1442).jpg,65,484,23,203
1732,armas (1443).jpg,47,482,46,267
1733,armas (1444).jpg,121,215,165,255
1734,armas (1445).jpg,1,500,61,312
1735,armas (1446).jpg,33,225,7,500
1736,armas (1447).jpg,57,396,121,259
1737,armas (1448).jpg,272,365,120,160
1738,armas (1448).jpg,245,394,159,216
1739,armas (1448).jpg,103,206,167,204
1740,armas (1448).jpg,186,239,68,99
1741,armas (1448).jpg,101,210,55,107
1742,armas (1448).jpg,253,314,68,101
1743,armas (1449).jpg,13,487,102,293
1744,armas (1450).jpg,78,433,79,304
1745,armas (1451).jpg,92,417,63,315
1746,armas (1452).jpg,33,174,127,249
1747,armas (1453).jpg,29,498,43,243
1748,armas (1454).jpg,248,280,103,139
1749,armas (1455).jpg,317,362,153,188
1750,armas (1456).jpg,39,149,155,207
1751,armas (1457).jpg,88,180,197,271
1752,armas (1458).jpg,31,463,89,259
1753,armas (1459).jpg,13,333,120,442
1754,armas (1460).jpg,26,498,96,348
1755,armas (1461).jpg,125,435,15,370
1756,armas (1462).jpg,223,271,100,165
1757,armas (1463).jpg,197,385,189,315
1758,armas (1463).jpg,281,336,86,160
1759,armas (1464).jpg,28,461,58,349
1760,armas (1465).jpg,101,488,51,307
1761,armas (1466).jpg,40,474,35,290
1762,armas (1467).jpg,152,221,187,439
1763,armas (1468).jpg,367,426,89,176
1764,armas (1469).jpg,13,484,19,232
1765,armas (1470).jpg,11,479,14,248
1766,armas (1471).jpg,76,158,72,118
1767,armas (1471).jpg,155,190,73,99
1768,armas (1472).jpg,25,346,225,422
1769,armas (1473).jpg,10,500,91,254
1770,armas (1474).jpg,91,129,266,357
1771,armas (1475).jpg,23,418,112,340
1772,armas (1476).jpg,33,428,58,319
1773,armas (1477).jpg,80,269,251,476
1774,armas (1478).jpg,120,444,93,300
1775,armas (1478).jpg,1,167,2,136
1776,armas (1479).jpg,73,423,92,305
1777,armas (1480).jpg,16,430,9,321
1778,armas (1481).jpg,46,174,140,248
1779,armas (1482).jpg,8,484,58,325
1780,armas (1483).jpg,16,227,14,117
1781,armas (1484).jpg,2,500,28,281
1782,armas (1485).jpg,66,446,13,247
1783,armas (1486).jpg,9,497,2,274
1784,armas (1487).jpg,13,467,10,301
1785,armas (1488).jpg,56,406,85,286
1786,armas (1489).jpg,90,256,27,248
1787,armas (1489).jpg,93,302,1,167
1788,armas (1490).jpg,32,321,35,487
1789,armas (1491).jpg,22,320,11,434
1790,armas (1491).jpg,2,325,223,500
1791,armas (1492).jpg,60,341,185,388
1792,armas (1492).jpg,151,431,36,240
1793,armas (1493).jpg,130,442,11,346
1794,armas (1494).jpg,15,491,24,324
1795,armas (1495).jpg,15,489,20,280
1796,armas (1496).jpg,76,450,132,350
1797,armas (1496).jpg,104,472,10,200
1798,armas (1497).jpg,19,462,53,356
1799,armas (1498).jpg,27,476,17,298
1800,armas (1499).jpg,2,492,12,310
1801,armas (1500).jpg,111,410,67,337
1802,armas (1501).jpg,215,309,28,362
1803,armas (1502).jpg,117,395,93,303
1804,armas (1503).jpg,120,403,71,290
1805,armas (1504).jpg,142,297,208,465
1806,armas (1505).jpg,108,354,16,481
1807,armas (1506).jpg,2,440,11,330
1808,armas (1507).jpg,13,486,20,246
1809,armas (1508).jpg,184,350,47,177
1810,armas (1509).jpg,84,94,44,56
1811,armas (1509).jpg,212,223,42,57
1812,armas (1510).jpg,50,402,28,411
1813,armas (1511).jpg,3,422,17,189
1814,armas (1512).jpg,175,193,168,203
1815,armas (1513).jpg,227,267,132,174
1816,armas (1514).jpg,199,211,162,178
1817,armas (1515).jpg,170,456,115,320
1818,armas (1516).jpg,93,435,91,333
1819,armas (1517).jpg,253,279,115,136
1820,armas (1518).jpg,185,208,258,275
1821,armas (1519).jpg,133,230,161,302
1822,armas (1519).jpg,31,113,174,280
1823,armas (1519).jpg,245,325,154,268
1824,armas (1519).jpg,326,412,162,319
1825,armas (1519).jpg,417,500,171,288
1826,armas (1519).jpg,427,495,2,59
1827,armas (1519).jpg,264,341,47,146
1828,armas (1519).jpg,77,139,40,143
1829,armas (1519).jpg,141,201,34,132
1830,armas (1519).jpg,329,373,2,39
1831,armas (1519).jpg,205,276,46,144
1832,armas (1520).jpg,272,436,128,328
1833,armas (1520).jpg,4,90,185,328
1834,armas (1520).jpg,99,191,138,312
1835,armas (1520).jpg,179,293,133,300
1836,armas (1520).jpg,1,76,15,114
1837,armas (1520).jpg,36,231,67,134
1838,armas (1520).jpg,87,339,14,112
1839,armas (1520).jpg,334,499,92,150
1840,armas (1520).jpg,302,439,13,83
1841,armas (1521).jpg,29,764,128,452
1842,armas (1521).jpg,314,870,272,609
1843,armas (1522).jpg,36,463,10,387
1844,armas (1523).jpg,12,231,141,286
1845,armas (1523).jpg,134,272,29,234
1846,armas (1523).jpg,254,488,155,299
1847,armas (1524).jpg,38,471,58,305
1848,armas (1525).jpg,102,423,81,312
1849,armas (1526).jpg,83,108,350,383
1850,armas (1526).jpg,36,73,76,186
1851,armas (1526).jpg,250,294,57,85
1852,armas (1526).jpg,290,333,167,198
1853,armas (1526).jpg,183,193,388,409
1854,armas (1527).jpg,97,410,123,278
1855,armas (1528).jpg,1,479,32,367
1856,armas (1529).jpg,96,499,13,373
1857,armas (1530).jpg,35,480,56,350
1858,armas (1531).jpg,88,401,157,360
1859,armas (1532).jpg,159,400,144,350
1860,armas (1533).jpg,72,375,121,487
1861,armas (1534).jpg,258,442,108,298
1862,armas (1535).jpg,185,247,161,199
1863,armas (1536).jpg,317,453,132,197
1864,armas (1537).jpg,149,499,26,372
1865,armas (1538).jpg,182,200,176,198
1866,armas (1539).jpg,162,499,18,421
1867,armas (1540).jpg,17,316,58,456
1868,armas (1541).jpg,14,335,11,252
1869,armas (1542).jpg,54,354,142,288
1870,armas (1542).jpg,203,444,52,215
1871,armas (1543).jpg,126,162,8,114
1872,armas (1544).jpg,181,289,136,279
1873,armas (1545).jpg,109,396,57,284
1874,armas (1546).jpg,85,432,9,333
1875,armas (1547).jpg,101,149,278,382
1876,armas (1548).jpg,39,112,220,246
1877,armas (1548).jpg,190,266,222,254
1878,armas (1548).jpg,389,463,217,246
1879,armas (1549).jpg,306,360,123,151
1880,armas (1550).jpg,1,246,75,276
1881,armas (1551).jpg,192,247,224,249
1882,armas (1551).jpg,136,167,180,221
1883,armas (1552).jpg,94,123,131,166
1884,armas (1553).jpg,96,159,53,136
1885,armas (1554).jpg,127,162,287,325
1886,armas (1555).jpg,83,430,1,320
1887,armas (1556).jpg,92,449,73,314
1888,armas (1557).jpg,63,490,40,321
1889,armas (1558).jpg,32,403,169,391
1890,armas (1559).jpg,29,438,97,349
1891,armas (1560).jpg,74,165,101,228
1892,armas (1561).jpg,9,488,68,284
1893,armas (1562).jpg,40,373,250,360
1894,armas (1563).jpg,30,475,102,293
1895,armas (1564).jpg,18,489,71,274
1896,armas (1565).jpg,1,328,286,403
1897,armas (1565).jpg,243,367,184,240
1898,armas (1566).jpg,238,348,134,243
1899,armas (1567).jpg,33,449,26,271
1900,armas (1568).jpg,162,285,21,235
1901,armas (1569).jpg,12,407,50,331
1902,armas (1570).jpg,21,406,13,476
1903,armas (1571).jpg,91,331,50,211
1904,armas (1572).jpg,13,482,26,296
1905,armas (1573).jpg,29,315,57,262
1906,armas (1573).jpg,241,412,120,261
1907,armas (1574).jpg,16,255,66,361
1908,armas (1574).jpg,253,481,16,367
1909,armas (1575).jpg,16,244,219,397
1910,armas (1575).jpg,252,482,208,430
1911,armas (1575).jpg,29,230,52,224
1912,armas (1575).jpg,288,468,37,156
1913,armas (1576).jpg,8,488,119,287
1914,armas (1577).jpg,111,294,21,254
1915,armas (1578).jpg,164,268,276,346
1916,armas (1579).jpg,1,323,1,339
1917,armas (1580).jpg,29,431,65,303
1918,armas (1581).jpg,10,295,53,208
1919,armas (1582).jpg,11,465,118,282
1920,armas (1582).jpg,150,342,1,70
1921,armas (1582).jpg,375,499,7,80
1922,armas (1583).jpg,8,302,66,238
1923,armas (1584).jpg,268,337,88,136
1924,armas (1585).jpg,60,100,166,227
1925,armas (1585).jpg,166,192,164,231
1926,armas (1586).jpg,1,500,72,303
1927,armas (1587).jpg,339,368,111,128
1928,armas (1588).jpg,1,494,18,260
1929,armas (1589).jpg,36,454,51,247
1930,armas (1590).jpg,44,290,199,362
1931,armas (1590).jpg,131,361,109,271
1932,armas (1590).jpg,203,427,17,177
1933,armas (1591).jpg,151,317,53,268
1934,armas (1591).jpg,245,409,126,347
1935,armas (1592).jpg,397,486,108,203
1936,armas (1593).jpg,30,491,87,318
1937,armas (1594).jpg,129,325,62,185
1938,armas (1594).jpg,251,393,65,192
1939,armas (1595).jpg,9,488,10,369
1940,armas (1596).jpg,130,374,67,218
1941,armas (1596).jpg,133,375,134,287
1942,armas (1597).jpg,187,217,26,48
1943,armas (1598).jpg,1,499,98,375
1944,armas (1598).jpg,1,500,1,209
1945,armas (1599).jpg,6,182,60,275
1946,armas (1600).jpg,225,277,172,247
1947,armas (1601).jpg,3,488,17,219
1948,armas (1602).jpg,53,231,48,456
1949,armas (1603).jpg,28,461,34,326
1950,armas (1604).jpg,21,466,35,304
1951,armas (1605).jpg,379,463,156,220
1952,armas (1606).jpg,64,389,36,282
1953,armas (1607).jpg,30,176,226,320
1954,armas (1607).jpg,7,179,153,255
1955,armas (1607).jpg,102,214,89,136
1956,armas (1607).jpg,184,347,138,239
1957,armas (1607).jpg,238,346,238,324
1958,armas (1607).jpg,317,459,205,306
1959,armas (1607).jpg,322,450,103,195
1960,armas (1607).jpg,181,303,33,129
1961,armas (1607).jpg,30,213,7,139
1962,armas (1607).jpg,265,438,7,99
1963,armas (1608).jpg,168,314,15,98
1964,armas (1608).jpg,119,229,115,196
1965,armas (1608).jpg,267,381,117,198
1966,armas (1608).jpg,33,142,213,294
1967,armas (1608).jpg,346,453,227,313
1968,armas (1609).jpg,1,461,1,375
1969,armas (1610).jpg,23,174,159,242
1970,armas (1611).jpg,10,290,283,429
1971,armas (1612).jpg,23,420,31,210
1972,armas (1613).jpg,26,490,88,323
1973,armas (1614).jpg,153,175,106,124
1974,armas (1615).jpg,272,478,126,253
1975,armas (1616).jpg,50,373,70,348
1976,armas (1617).jpg,235,258,146,166
1977,armas (1618).jpg,209,220,232,247
1978,armas (1619).jpg,308,340,133,165
1979,armas (1620).jpg,29,464,82,252
1980,armas (1621).jpg,20,536,23,414
1981,armas (1622).jpg,293,355,100,146
1982,armas (1623).jpg,13,468,9,247
1983,armas (1624).jpg,167,495,140,336
1984,armas (1625).jpg,68,248,185,255
1985,armas (1625).jpg,241,386,112,167
1986,armas (1626).jpg,76,383,50,261
1987,armas (1627).jpg,207,254,115,159
1988,armas (1628).jpg,26,445,93,264
1989,armas (1629).jpg,146,374,122,307
1990,armas (1630).jpg,66,424,27,199
1991,armas (1631).jpg,18,476,16,243
1992,armas (1632).jpg,25,473,16,245
1993,armas (1633).jpg,70,315,157,382
1994,armas (1633).jpg,141,400,27,197
1995,armas (1634).jpg,92,374,54,259
1996,armas (1635).jpg,307,351,143,184
1997,armas (1636).jpg,99,485,11,331
1998,armas (1637).jpg,9,484,18,230
1999,armas (1638).jpg,57,475,11,301
2000,armas (1639).jpg,16,474,27,343
2001,armas (1640).jpg,14,477,15,212
2002,armas (1641).jpg,16,198,110,375
2003,armas (1642).jpg,49,473,40,328
2004,armas (1643).jpg,96,446,69,332
2005,armas (1644).jpg,16,478,16,278
2006,armas (1645).jpg,61,469,47,348
2007,armas (1646).jpg,79,436,75,327
2008,armas (1647).jpg,69,468,45,324
2009,armas (1648).jpg,36,470,82,370
2010,armas (1649).jpg,58,439,46,230
2011,armas (1650).jpg,26,449,51,355
2012,armas (1651).jpg,4,483,48,366
2013,armas (1652).jpg,78,478,46,301
2014,armas (1653).jpg,24,456,35,215
2015,armas (1654).jpg,35,453,20,313
2016,armas (1655).jpg,209,312,153,409
2017,armas (1656).jpg,6,200,5,148
2018,armas (1657).jpg,44,344,10,276
2019,armas (1658).jpg,86,476,143,425
2020,armas (1659).jpg,251,332,74,193
2021,armas (1660).jpg,136,184,225,256
2022,armas (1661).jpg,27,519,44,319
2023,armas (1662).jpg,137,472,52,275
2024,armas (1663).jpg,249,287,149,185
2025,armas (1664).jpg,91,174,18,201
2026,armas (1665).jpg,57,359,133,365
2027,armas (1666).jpg,24,129,188,221
2028,armas (1667).jpg,3,206,57,406
2029,armas (1668).jpg,115,369,172,348
2030,armas (1669).jpg,11,345,19,348
2031,armas (1670).jpg,77,353,9,371
2032,armas (1671).jpg,1,496,42,375
2033,armas (1672).jpg,50,185,61,115
2034,armas (1673).jpg,51,336,47,237
2035,armas (1674).jpg,1,498,1,333
2036,armas (1675).jpg,8,472,34,342
2037,armas (1676).jpg,204,497,1,324
2038,armas (1677).jpg,4,481,2,244
2039,armas (1678).jpg,128,325,64,404
2040,armas (1679).jpg,150,489,1,449
2041,armas (1680).jpg,40,448,95,318
2042,armas (1680).jpg,9,428,2,200
2043,armas (1681).jpg,240,265,220,243
2044,armas (1681).jpg,231,278,128,146
2045,armas (1682).jpg,94,140,67,82
2046,armas (1683).jpg,356,498,225,374
2047,armas (1684).jpg,327,347,149,164
2048,armas (1685).jpg,290,346,171,215
2049,armas (1686).jpg,290,323,167,199
2050,armas (1687).jpg,69,497,13,376
2051,armas (1687).jpg,43,213,1,210
2052,armas (1688).jpg,134,291,81,161
2053,armas (1689).jpg,331,355,147,173
2054,armas (1690).jpg,223,244,195,222
2055,armas (1690).jpg,435,500,298,343
2056,armas (1691).jpg,211,261,158,211
2057,armas (1692).jpg,127,292,149,235
2058,armas (1693).jpg,32,461,36,288
2059,armas (1694).jpg,31,500,78,309
2060,armas (1695).jpg,79,380,148,281
2061,armas (1696).jpg,20,284,89,260
2062,armas (1697).jpg,47,464,12,264
2063,armas (1698).jpg,3,494,50,330
2064,armas (1699).jpg,134,197,328,431
2065,armas (1700).jpg,15,211,198,318
2066,armas (1700).jpg,91,412,73,277
2067,armas (1701).jpg,80,482,86,374
2068,armas (1702).jpg,38,409,22,285
2069,armas (1703).jpg,6,492,1,363
2070,armas (1704).jpg,127,155,174,194
2071,armas (1705).jpg,4,751,49,318
2072,armas (1706).jpg,40,136,160,235
2073,armas (1707).jpg,234,257,137,190
2074,armas (1708).jpg,208,236,157,222
2075,armas (1709).jpg,265,274,94,115
2076,armas (1710).jpg,34,478,45,360
2077,armas (1711).jpg,82,470,15,355
2078,armas (1712).jpg,16,500,25,349
2079,armas (1713).jpg,194,294,175,259
2080,armas (1714).jpg,341,397,77,103
2081,armas (1715).jpg,220,274,67,91
2082,armas (1716).jpg,76,369,1,204
2083,armas (1717).jpg,1,465,5,274
2084,armas (1718).jpg,10,347,6,267
2085,armas (1719).jpg,17,494,38,344
2086,armas (1720).jpg,139,297,144,241
2087,armas (1720).jpg,224,329,227,300
